대학명,캠퍼스,계열,추천전형,전형명,전형명_key,전형구분,모집단위,모집인원,2024_모집인원,D-2(2024),D-1(2024),D-0오전(2024),D-0오후(2024),최종(2024),3개년평균,경쟁률_0910_1100,경쟁률_0910_1500,지원인원_0910_1100,지원인원_0910_1500
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,건축학전공,5,8,6.88,9.25,13.88,15,18,13.02,1.6,1.8,8,9
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,건축학전공,6,9,7,11.67,17.89,19.67,22.44,15.76,1.5,1.5,9,9
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,건축학전공,11,6,4.17,6.67,9.33,9.83,13.67,12.78,0.45,0.64,5,7
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,건축학전공,4,6,3.67,5.5,8.17,8.67,9,9.69,0.5,0.5,2,2
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,경영정보학과,5,5,2.6,5.4,7.8,8.8,12,10.93,0.4,0.6,2,3
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,경영정보학과,6,6,2.83,5,10.17,11,18.17,16.06,0.17,0.17,1,1
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,경영정보학과,6,5,1.6,2.2,6.6,8,11.8,10.33,0.33,0.33,2,2
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,경영정보학과,5,5,1,1.2,3.2,3.8,6.4,8,1,1,5,5
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,경영학전공,18,10,8.7,12.4,17.1,18,20.8,15.7,1.06,1.17,19,21
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,경영학전공,28,14,4.29,7.5,14.21,14.93,18.57,15.67,0.54,0.54,15,15
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,경영학전공,32,12,3.75,6.75,10.75,11.25,14.17,13.28,0.53,0.69,17,22
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,경영학전공,18,18,2.72,4.78,6.39,6.67,8.78,8.04,0.67,0.83,12,15
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,경제학전공,5,5,8,11.8,16,16.6,19,12.6,1,1.2,5,6
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,경제학전공,6,14,2.64,5.79,10,10.57,14.43,11.69,1,1,6,6
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,경제학전공,11,5,3.8,6.6,10.2,10.6,14,11.32,1.18,1.45,13,16
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,경제학전공,6,7,3.29,5.86,8.14,8.57,10.43,7.7,0.67,0.83,4,5
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,공간디자인학과,5,5,3.6,6.4,8.4,8.8,12.6,11.4,2,2,10,10
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,공간디자인학과,6,6,6.67,11.83,16.33,17.5,21.33,22.33,1.33,1.33,8,8
명지대학교,자연캠퍼스(용인),,0,명지인재서류,명지인재서류,종합,공간디자인학과,2,,,,,,,,0.5,0.5,1,1
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,공간디자인학과,2,2,2.5,2.5,2.5,3.5,6.5,6.56,3,3,6,6
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,국어국문학전공,5,5,6.4,7.2,11,11.4,12.4,8.87,0.8,1.2,4,6
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,국어국문학전공,6,6,3.33,6.5,10.83,12.17,16.5,13.67,1.33,1.33,8,8
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,국어국문학전공,3,5,1.6,3,5.8,6.6,9.4,8.93,1,1.33,3,4
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,국어국문학전공,4,4,3,4.5,5,5.25,7.75,9.75,0.75,1.25,3,5
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,국제통상학전공,5,10,3.4,5.2,7.8,8.6,12.1,12.03,0.8,1.2,4,6
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,국제통상학전공,6,14,5.07,9.57,15.5,16.79,22.29,15.79,0.67,0.83,4,5
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,국제통상학전공,4,8,3.38,6.25,9,9.62,13.25,10.46,0.75,1,3,4
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,국제통상학전공,4,9,6,9.67,14.56,15.33,19.11,11.93,1,1,4,4
명지대학교,자연캠퍼스(용인),,0,교과면접,교과면접,교과,기계시스템공학부기계공학전공로봇공학전공,9,,,,,,,,0.67,0.67,6,6
명지대학교,자연캠퍼스(용인),,0,명지인재면접,명지인재면접,종합,기계시스템공학부기계공학전공로봇공학전공,14,,,,,,,,1,1,14,14
명지대학교,자연캠퍼스(용인),,0,명지인재서류,명지인재서류,종합,기계시스템공학부기계공학전공로봇공학전공,9,,,,,,,,0.44,0.44,4,4
명지대학교,자연캠퍼스(용인),,1,학교장추천,학교장추천,교과,기계시스템공학부기계공학전공로봇공학전공,8,,,,,,,,1,1,8,8
명지대학교,인문캠퍼스(서울),자연,0,교과면접,교과면접,교과,데이터사이언스전공,5,5,5.4,8.8,14,14.6,17.4,10.87,0,0,0,0
명지대학교,인문캠퍼스(서울),자연,0,명지인재면접,명지인재면접,종합,데이터사이언스전공,6,6,2.5,5.33,10.17,11,15.17,11.94,0.5,0.5,3,3
명지대학교,인문캠퍼스(서울),자연,0,명지인재서류,명지인재서류,종합,데이터사이언스전공,3,4,3,5.25,8.5,8.75,12.5,10.08,0.67,0.67,2,2
명지대학교,인문캠퍼스(서울),자연,1,학교장추천,학교장추천,교과,데이터사이언스전공,3,4,4,6.5,11,11,13.25,8.42,0.67,0.67,2,2
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,디지털미디어학부,5,5,7.8,10.2,12.6,13.4,16.4,16.13,2.4,2.6,12,13
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,디지털미디어학부,6,6,6,10.67,17.5,18.5,22.83,24.39,4,5,24,30
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,디지털미디어학부,6,5,4,6.6,10.4,10.8,12.8,15.73,1.5,2,9,12
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,디지털미디어학부,5,5,8.2,13.6,17.8,18.6,20.2,11.4,1,1.2,5,6
명지대학교,인문캠퍼스(서울),자연,0,명지인재면접,명지인재면접,종합,디지털콘텐츠디자인학과,6,6,16.33,27.17,40.67,41.83,50.83,35.78,2.33,2.5,14,15
명지대학교,인문캠퍼스(서울),자연,0,명지인재서류,명지인재서류,종합,디지털콘텐츠디자인학과,3,4,9.75,14,18.75,19.25,23.25,17.62,0.33,0.33,1,1
명지대학교,인문캠퍼스(서울),자연,1,학교장추천,학교장추천,교과,디지털콘텐츠디자인학과,5,5,3.4,6.4,8.8,9.2,10.8,8.4,0.4,0.6,2,3
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,문헌정보학전공,5,5,5.8,8.4,9.8,10,12,9.67,1.4,1.4,7,7
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,문헌정보학전공,6,6,4.83,9.17,12,12.5,13.5,12.22,1.67,1.83,10,11
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,문헌정보학전공,3,5,2.2,3.4,5.2,5.8,10.4,10.67,3.33,3.33,10,10
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,문헌정보학전공,3,4,5.75,10.5,13.5,14.25,15,9.33,1,1.33,3,4
명지대학교,인문캠퍼스(서울),,0,교과면접,교과면접,교과,미술사역사학전공,5,,,,,,,,1.2,1.2,6,6
명지대학교,인문캠퍼스(서울),,0,명지인재면접,명지인재면접,종합,미술사역사학전공,6,,,,,,,,1.5,1.67,9,10
명지대학교,인문캠퍼스(서울),,0,명지인재서류,명지인재서류,종합,미술사역사학전공,5,,,,,,,,3,3,15,15
명지대학교,인문캠퍼스(서울),,1,학교장추천,학교장추천,교과,미술사역사학전공,5,,,,,,,,1,1.2,5,6
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,반도체공학부,5,5,2.4,4.2,6.6,7,9.6,8.7,0.2,0.2,1,1
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,반도체공학부,6,6,2,4.17,7,7.33,9.67,7.58,0.5,0.5,3,3
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,반도체공학부,3,5,3,4.4,8,8.6,10.4,8.2,0.67,0.67,2,2
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,반도체공학부,3,5,1.8,2.8,4.6,5,6.4,8.7,0.33,0.33,1,1
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,법학과,9,10,5.1,7,9.2,9.7,12.8,9.87,0.33,0.33,3,3
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,법학과,14,14,3.43,6.43,9.79,10.71,13.71,10.29,1.36,1.5,19,21
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,법학과,10,8,3.88,6.75,10.62,11.12,14.75,11,1.1,1.3,11,13
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,법학과,6,9,3.11,4.33,6.33,6.89,8.11,11.93,1,1,6,6
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,산업경영공학과,5,9,1.78,3.44,6.22,6.56,10.33,8.03,0.8,0.8,4,4
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,산업경영공학과,14,12,1.67,4.17,7.75,8.25,11.33,8.4,0.5,0.5,7,7
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,산업경영공학과,7,6,2.33,5.5,9.83,10.33,13.5,9.23,0.43,0.57,3,4
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,산업경영공학과,6,8,1,2,5.5,5.62,7.38,9.95,0.5,0.67,3,4
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,스마트모빌리티공학전공,5,5,1.2,2.4,5,6,9.8,10.4,0.2,0.2,1,1
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,스마트모빌리티공학전공,6,6,2,3.83,7.67,8.5,11.17,8.44,1.17,1.17,7,7
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,스마트모빌리티공학전공,5,5,2.8,4.6,6.8,7.2,12.2,7.47,0.4,0.4,2,2
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,스마트모빌리티공학전공,4,5,0.2,1.2,3.4,4,7.2,7.33,0.5,0.5,2,2
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,시스템생명과학전공,5,5,4.4,9,15,16.6,19.8,11.93,0.4,0.4,2,2
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,시스템생명과학전공,6,12,4.08,7.92,13.5,14.08,17.83,16.09,1.17,1.17,7,7
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,시스템생명과학전공,8,5,1.2,3.8,6.4,7.2,11,12.1,0.25,0.38,2,3
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,시스템생명과학전공,6,6,2.83,4.67,9.33,9.83,11.83,17.69,0.33,0.33,2,2
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,식품영양학전공,5,4,3.25,5.75,7.25,7.25,9.25,8.55,0.2,0.4,1,2
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,식품영양학전공,6,6,7.33,15.17,23.67,25,30.67,17.89,1.67,1.83,10,11
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,식품영양학전공,3,5,3.8,7.2,12.4,13,16.8,11.73,1,1,3,3
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,식품영양학전공,4,4,2,4,6,6,6.75,6.88,0.75,0.75,3,3
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,신소재공학전공,5,5,3.2,6.4,10.6,11.6,15,9.13,0.6,0.8,3,4
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,신소재공학전공,6,12,2,5.5,10.42,10.83,13.75,9.99,0.67,0.67,4,4
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,신소재공학전공,7,5,1.6,4,6.4,6.8,8.8,8,0.29,0.29,2,2
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,신소재공학전공,6,6,1.83,3.17,5.33,5.5,7,11.4,1.67,1.67,10,10
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,아동학전공,5,5,6.2,7.4,9.6,10.2,13.6,9.93,1.2,1.2,6,6
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,아동학전공,6,6,7.5,11.83,20,20.5,27.17,17.89,1,1.17,6,7
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,아동학전공,3,5,3.8,7.4,11,11.6,16.6,11.67,1.33,1.33,4,4
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,아동학전공,4,4,1.5,2,3.5,4,9.25,15.58,0.25,0.25,1,1
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,아랍지역학전공,5,5,3.8,5.4,8.6,9.4,13,9.07,1,1,5,5
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,아랍지역학전공,6,6,4.17,5.83,8.17,8.5,13,10.44,1.5,1.5,9,9
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,아랍지역학전공,3,5,2.4,3.8,5.6,6.2,9.8,7.73,2.67,3,8,9
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,아랍지역학전공,4,4,1.75,2.5,4,4.5,7.75,8.92,0.25,0.25,1,1
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,영어영문학전공,9,10,5.5,7,11,11.3,14.1,10.73,0.89,0.89,8,8
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,영어영문학전공,14,14,5.07,8.29,13.36,14.29,17,12.52,1.79,1.79,25,25
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,영어영문학전공,10,8,3.25,5.25,8.5,9,11.88,10.58,2.5,2.8,25,28
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,영어영문학전공,6,9,3.67,5.56,7.78,8.33,10.44,8.59,0.5,0.67,3,4
명지대학교,자연캠퍼스(용인),,0,교과면접,교과면접,교과,융합에너지학전공,5,,,,,,,,3,3.6,15,18
명지대학교,자연캠퍼스(용인),,0,명지인재면접,명지인재면접,종합,융합에너지학전공,6,,,,,,,,0.67,0.67,4,4
명지대학교,자연캠퍼스(용인),,0,명지인재서류,명지인재서류,종합,융합에너지학전공,2,,,,,,,,2.5,2.5,5,5
명지대학교,자연캠퍼스(용인),,1,학교장추천,학교장추천,교과,융합에너지학전공,2,,,,,,,,0,0,0,0
명지대학교,인문캠퍼스(서울),자연,0,교과면접,교과면접,교과,응용소프트웨어전공,5,5,6.2,9,11.2,11.6,13.6,11.73,0.2,0.2,1,1
명지대학교,인문캠퍼스(서울),자연,0,명지인재면접,명지인재면접,종합,응용소프트웨어전공,6,6,3.17,5.67,9.83,11,15.5,12,1.5,1.67,9,10
명지대학교,인문캠퍼스(서울),자연,0,명지인재서류,명지인재서류,종합,응용소프트웨어전공,3,4,2.75,5.25,8.75,10,13.5,10.42,0.67,0.67,2,2
명지대학교,인문캠퍼스(서울),자연,1,학교장추천,학교장추천,교과,응용소프트웨어전공,3,4,2.5,4,5,5.25,6.5,6.33,0.33,0.33,1,1
명지대학교,인문캠퍼스(서울),,0,교과면접,교과면접,교과,응용통계학전공,5,,,,,,,,1.8,1.8,9,9
명지대학교,인문캠퍼스(서울),,0,명지인재면접,명지인재면접,종합,응용통계학전공,6,,,,,,,,0.33,0.33,2,2
명지대학교,인문캠퍼스(서울),,0,명지인재서류,명지인재서류,종합,응용통계학전공,3,,,,,,,,0.67,0.67,2,2
명지대학교,인문캠퍼스(서울),,1,학교장추천,학교장추천,교과,응용통계학전공,3,,,,,,,,1.33,1.33,4,4
명지대학교,인문캠퍼스(서울),,0,교과면접,교과면접,교과,인공지능전공,5,,,,,,,,0.4,0.4,2,2
명지대학교,인문캠퍼스(서울),,0,명지인재면접,명지인재면접,종합,인공지능전공,6,,,,,,,,0.33,0.33,2,2
명지대학교,인문캠퍼스(서울),,0,명지인재서류,명지인재서류,종합,인공지능전공,3,,,,,,,,0.33,0.33,1,1
명지대학교,인문캠퍼스(서울),,1,학교장추천,학교장추천,교과,인공지능전공,3,,,,,,,,0,0,0,0
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,일어일문학전공,5,5,8.6,11.6,13.6,13.8,15.4,12,2.4,2.4,12,12
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,일어일문학전공,6,6,11.33,19.5,30.17,31.33,35.33,29.28,4.5,5.17,27,31
명지대학교,인문캠퍼스(서울),인문,0,명지인재서류,명지인재서류,종합,일어일문학전공,5,5,7,9.4,14.4,15.2,20.6,19.4,7.6,8.4,38,42
명지대학교,인문캠퍼스(서울),인문,1,학교장추천,학교장추천,교과,일어일문학전공,4,5,5.4,8.6,12.8,13.4,14.2,12.2,0.5,0.5,2,2
명지대학교,인문캠퍼스(서울),,0,명지인재서류,명지인재서류,종합,자율전공학부인문,62,,,,,,,,0.95,1.08,59,67
명지대학교,인문캠퍼스(서울),,1,학교장추천,학교장추천,교과,자율전공학부인문,60,,,,,,,,0.48,0.55,29,33
명지대학교,자연캠퍼스(용인),,0,명지인재서류,명지인재서류,종합,자율전공학부자연,24,,,,,,,,0.79,0.88,19,21
명지대학교,자연캠퍼스(용인),,1,학교장추천,학교장추천,교과,자율전공학부자연,22,,,,,,,,0.32,0.36,7,8
명지대학교,자연캠퍼스(용인),,0,교과면접,교과면접,교과,전기전자공학부전기공학전공전자공학전공,18,,,,,,,,0.44,0.61,8,11
명지대학교,자연캠퍼스(용인),,0,명지인재면접,명지인재면접,종합,전기전자공학부전기공학전공전자공학전공,21,,,,,,,,0.62,0.62,13,13
명지대학교,자연캠퍼스(용인),,0,명지인재서류,명지인재서류,종합,전기전자공학부전기공학전공전자공학전공,25,,,,,,,,0.24,0.28,6,7
명지대학교,자연캠퍼스(용인),,1,학교장추천,학교장추천,교과,전기전자공학부전기공학전공전자공학전공,13,,,,,,,,0.54,0.69,7,9
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,전통건축학전공,5,5,12.2,20.6,30.8,33.2,40.8,17.85,1.2,1.2,6,6
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,전통건축학전공,6,5,3.6,8,15.8,18,20.6,14.1,1.5,1.5,9,9
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,전통건축학전공,2,3,3,6,10,11,14.33,11.11,1,1,2,2
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,전통건축학전공,2,2,3.5,4.5,7,7,9.5,6.83,2.5,2.5,5,5
명지대학교,자연캠퍼스(용인),자연,0,교과면접,교과면접,교과,정보통신공학전공,9,8,1.75,3.75,7.12,7.88,11.88,9.12,0.67,0.78,6,7
명지대학교,자연캠퍼스(용인),자연,0,명지인재면접,명지인재면접,종합,정보통신공학전공,14,12,2.42,4.17,8.25,9,13.17,10.21,0.07,0.07,1,1
명지대학교,자연캠퍼스(용인),자연,0,명지인재서류,명지인재서류,종합,정보통신공학전공,16,10,2.4,4.4,8.6,9.4,12.8,9.1,0.5,0.56,8,9
명지대학교,자연캠퍼스(용인),자연,1,학교장추천,학교장추천,교과,정보통신공학전공,9,12,1.33,2.5,7.17,7.67,11.42,8.6,0.33,0.33,3,3
명지대학교,인문캠퍼스(서울),인문,0,교과면접,교과면접,교과,정치외교학전공,9,10,4.5,7,11.9,12.7,16.6,11.37,1.78,1.78,16,16
명지대학교,인문캠퍼스(서울),인문,0,명지인재면접,명지인재면접,종합,정치외교학전공,14,14,4.71,7.64,11.79,12.71,15.93,10.81,1.14,1.36,16,19
